age,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,attrition
45,travel_rarely,1409,sales,7,3,medical,2,male,85,3,3,sales_representative,1,divorced,7396,25267,0,no,15,3,4,0,11,4,3,13,7,1,1,no
18,travel_rarely,1136,research_&_development,5,1,medical,4,male,91,2,3,research_scientist,4,married,10473,23078,1,no,15,3,1,2,10,1,3,11,10,1,0,no
21,travel_rarely,1062,research_&_development,1,5,medical,2,male,75,1,2,manufacturing_director,3,married,12387,26533,2,no,18,3,4,0,15,2,2,17,13,11,3,no
24,travel_rarely,1547,research_&_development,1,3,life_sciences,4,female,65,2,1,laboratory_technician,1,single,5207,2766,4,no,14,3,3,3,5,2,3,6,1,0,1,no
26,travel_rarely,279,research_&_development,8,1,technical_degree,2,male,108,4,1,manufacturing_director,4,single,11835,4948,1,no,15,3,4,3,24,3,2,27,23,0,4,no
53,travel_rarely,687,research_&_development,1,3,medical,4,female,74,1,5,research_director,4,divorced,6867,20056,3,no,11,3,3,2,38,4,4,46,38,1,0,no
36,travel_frequently,1392,sales,4,3,life_sciences,4,female,112,3,1,manager,4,married,4340,19910,0,yes,12,4,4,1,0,3,3,0,0,4,13,no
18,travel_rarely,691,human_resources,1,1,life_sciences,4,female,93,3,2,manager,2,married,8392,7615,3,yes,12,3,2,1,13,2,3,15,12,2,0,no
27,travel_frequently,1497,research_&_development,9,4,medical,2,female,91,3,4,healthcare_representative,1,single,3489,10326,2,no,13,4,4,0,4,3,3,5,1,0,1,no
53,travel_rarely,597,research_&_development,5,1,human_resources,2,male,81,2,1,laboratory_technician,3,married,9482,6573,3,no,13,3,1,1,3,3,2,3,2,8,2,yes
26,non-travel,1389,sales,1,3,life_sciences,4,female,92,3,4,sales_representative,4,divorced,18933,21411,4,no,17,3,3,1,6,2,2,7,4,11,8,no
59,travel_rarely,768,research_&_development,3,5,technical_degree,4,male,55,1,3,research_director,3,married,11050,19792,5,no,22,3,1,1,0,1,3,0,0,3,5,no
49,non-travel,1057,research_&_development,8,2,marketing,1,female,80,4,5,research_scientist,3,single,7707,20293,1,yes,11,3,1,0,4,2,3,4,1,3,0,no
49,travel_frequently,393,research_&_development,11,2,life_sciences,3,male,105,3,2,healthcare_representative,4,married,10789,6372,0,yes,14,3,1,0,14,1,3,16,11,3,2,no
23,travel_rarely,606,research_&_development,6,1,life_sciences,2,male,66,3,2,laboratory_technician,2,married,4229,25385,3,yes,11,3,1,0,1,2,2,1,0,0,3,no
55,travel_rarely,1508,research_&_development,16,1,life_sciences,4,female,95,4,4,healthcare_representative,3,married,4763,3989,2,no,11,3,2,1,3,5,4,3,3,0,4,no
34,travel_frequently,1741,sales,1,1,marketing,1,female,66,2,1,sales_representative,3,divorced,7089,19541,2,no,12,3,4,1,19,1,2,23,17,1,3,no
27,travel_rarely,271,research_&_development,1,4,life_sciences,3,female,74,3,2,healthcare_representative,1,married,7338,16004,2,yes,11,3,2,0,3,4,2,3,0,6,2,yes
44,travel_rarely,388,sales,1,4,life_sciences,3,male,56,3,3,manager,2,divorced,3082,13582,1,no,15,3,4,1,3,3,4,3,2,4,5,yes
52,travel_rarely,248,research_&_development,8,4,medical,4,female,103,3,2,laboratory_technician,4,married,6391,7498,5,yes,14,3,1,0,4,3,4,4,0,0,1,yes
38,travel_rarely,819,sales,12,3,marketing,4,female,112,3,4,sales_executive,4,single,7098,26807,2,no,13,3,3,2,5,2,2,6,3,0,17,no
42,travel_frequently,524,research_&_development,1,4,life_sciences,2,male,64,3,3,research_scientist,2,single,12737,10620,1,no,16,3,1,1,6,1,3,7,5,4,11,no
45,travel_rarely,624,research_&_development,10,3,life_sciences,3,female,93,3,1,manufacturing_director,2,single,3016,14519,0,no,11,3,2,0,11,2,2,12,11,2,4,no
32,travel_rarely,1567,research_&_development,6,3,medical,4,male,83,3,1,manufacturing_director,1,divorced,2998,7687,2,yes,11,3,1,0,4,3,2,5,1,0,8,no
21,travel_rarely,634,research_&_development,36,3,medical,4,female,70,2,1,research_scientist,4,married,7805,14869,3,no,16,3,3,3,11,4,3,13,10,1,1,no
46,travel_frequently,859,research_&_development,13,1,technical_degree,3,male,63,3,1,healthcare_representative,4,married,11193,4770,5,no,11,3,1,1,5,5,3,6,3,0,3,no
26,travel_rarely,936,sales,11,5,life_sciences,4,male,58,4,3,sales_executive,4,single,8554,26570,1,no,11,4,4,0,2,3,3,2,1,6,1,no
44,travel_rarely,1501,research_&_development,8,3,technical_degree,2,female,54,3,1,healthcare_representative,4,single,8268,7359,4,yes,21,3,3,1,7,3,2,8,7,3,8,no
43,travel_frequently,252,sales,32,4,marketing,4,male,36,3,2,sales_executive,2,married,7230,16838,2,yes,16,4,4,0,8,3,2,9,4,7,2,no
36,travel_rarely,1530,research_&_development,35,3,medical,2,female,77,3,4,research_scientist,1,married,10426,11819,5,no,19,3,4,0,5,2,3,6,2,0,3,no
45,travel_frequently,757,research_&_development,7,3,marketing,3,female,101,4,2,laboratory_technician,3,single,10612,19586,5,no,12,4,3,2,0,2,4,0,0,4,7,yes
34,travel_frequently,454,sales,6,1,medical,4,male,98,2,2,sales_executive,1,married,6443,20064,7,no,11,3,4,0,1,4,2,1,0,1,6,no
60,travel_frequently,829,sales,6,3,life_sciences,1,female,52,3,5,manager,1,single,4296,26252,0,no,16,3,1,2,2,2,3,2,0,0,1,yes
58,travel_frequently,187,research_&_development,6,4,medical,3,male,38,3,1,laboratory_technician,2,married,4547,5955,2,no,11,3,4,1,2,4,2,2,0,1,0,no
59,travel_rarely,722,research_&_development,7,1,medical,2,male,90,2,4,research_scientist,3,married,10061,23606,1,yes,19,4,2,0,7,2,3,8,6,6,0,no
37,travel_rarely,640,research_&_development,2,5,medical,2,male,60,3,3,research_scientist,3,single,2211,7048,1,no,15,3,3,1,0,2,2,0,0,2,1,no
57,travel_rarely,340,research_&_development,25,3,life_sciences,4,male,54,3,3,research_scientist,2,divorced,13812,3206,2,no,15,3,3,0,9,3,3,10,5,0,1,no
56,travel_frequently,556,research_&_development,7,2,technical_degree,3,male,36,4,3,healthcare_representative,3,single,6286,3206,3,yes,15,3,4,1,2,1,2,2,2,15,0,no
40,travel_frequently,898,sales,18,3,medical,1,male,40,3,2,sales_executive,1,single,8261,12552,2,no,23,3,4,2,2,5,4,2,0,0,2,no
49,travel_frequently,1683,research_&_development,6,4,life_sciences,3,male,37,2,3,laboratory_technician,4,single,10099,21367,9,yes,17,3,1,3,5,4,3,5,4,3,0,no
50,travel_rarely,519,sales,12,3,medical,3,male,65,2,3,sales_representative,4,married,5496,18827,3,no,14,3,2,0,1,3,3,1,0,3,0,yes
22,travel_rarely,411,research_&_development,3,3,marketing,1,female,72,3,2,manufacturing_director,2,married,5594,6056,2,no,15,3,4,0,15,6,3,18,15,2,6,no
60,travel_frequently,1101,research_&_development,10,3,technical_degree,4,female,97,3,2,research_scientist,3,married,7930,20401,6,no,11,3,4,1,0,0,3,0,0,2,2,no
51,travel_rarely,1244,research_&_development,7,3,medical,2,male,106,2,4,research_scientist,3,single,4312,14786,1,no,12,3,1,0,4,3,2,4,2,0,1,yes
57,travel_rarely,300,research_&_development,5,2,technical_degree,4,female,42,3,2,research_scientist,1,single,3743,26537,3,no,20,3,3,1,13,4,3,14,11,11,0,no
28,travel_frequently,981,human_resources,22,1,life_sciences,2,female,35,4,4,manager,2,married,4190,26443,2,no,15,3,4,0,6,3,3,7,4,0,8,no
20,travel_frequently,805,sales,1,2,medical,2,female,86,1,3,sales_representative,4,divorced,11646,25806,6,no,18,3,4,1,2,0,3,2,0,1,9,no
50,travel_rarely,367,research_&_development,7,2,technical_degree,1,female,39,3,2,laboratory_technician,1,divorced,8587,2136,4,no,11,3,3,0,3,1,2,4,1,0,2,no
28,travel_rarely,1474,research_&_development,1,2,technical_degree,1,female,87,3,1,research_scientist,3,single,4799,13831,3,yes,18,3,4,2,8,3,3,9,8,0,10,yes
33,travel_rarely,1025,research_&_development,20,3,marketing,4,female,93,3,2,laboratory_technician,4,married,11154,7971,2,yes,14,3,3,1,25,3,4,28,24,1,2,no
35,travel_frequently,1297,sales,3,3,technical_degree,1,male,114,3,2,sales_executive,2,divorced,4864,8068,7,no,15,4,4,0,15,2,2,17,15,3,0,no
47,travel_rarely,816,research_&_development,10,1,life_sciences,1,female,79,3,2,healthcare_representative,2,married,1110,17612,0,no,15,3,3,2,2,3,3,2,0,1,0,no
27,travel_rarely,812,human_resources,1,1,technical_degree,4,female,42,4,3,manager,4,divorced,9960,17585,6,no,15,3,3,0,40,0,3,46,36,0,0,no
35,travel_frequently,395,research_&_development,5,1,life_sciences,3,female,47,1,3,research_scientist,2,single,12191,18012,3,yes,14,3,4,0,0,3,2,0,0,2,3,yes
55,travel_rarely,1285,research_&_development,23,3,life_sciences,1,female,74,3,3,laboratory_technician,3,divorced,9213,19329,0,no,20,3,1,0,0,4,3,0,0,3,1,no
36,travel_rarely,298,human_resources,1,1,life_sciences,4,male,58,3,4,manager,4,married,1188,15450,2,no,11,3,4,2,12,3,4,14,12,0,4,no
53,travel_rarely,1619,research_&_development,10,3,medical,1,male,54,2,2,laboratory_technician,4,divorced,7012,13678,3,yes,17,3,4,1,1,3,1,1,1,2,2,yes
30,travel_rarely,1335,sales,2,3,life_sciences,4,male,98,3,3,manager,4,married,6410,15395,2,yes,12,3,4,0,0,2,3,0,0,0,1,yes
20,travel_rarely,565,research_&_development,4,3,life_sciences,1,male,57,2,1,healthcare_representative,4,married,9228,15599,2,no,11,3,2,3,1,2,3,1,0,0,0,no
27,travel_rarely,741,research_&_development,8,4,life_sciences,3,female,35,3,2,research_director,3,divorced,4490,19764,2,no,23,3,4,0,3,1,2,3,1,1,0,yes
55,travel_frequently,915,research_&_development,7,2,life_sciences,3,male,88,3,2,research_director,4,single,6758,22257,2,yes,11,3,4,2,9,4,2,11,8,3,6,no
18,travel_frequently,381,research_&_development,9,2,medical,2,male,37,3,2,manufacturing_director,4,married,2617,14911,3,no,11,3,4,0,6,1,4,7,6,0,6,yes
44,travel_frequently,1534,human_resources,10,2,medical,3,male,43,4,2,manager,4,married,7678,24484,1,no,18,3,2,2,1,3,3,1,1,1,3,no
25,travel_rarely,1738,human_resources,2,1,life_sciences,3,male,117,2,1,human_resources,4,married,2598,13654,4,no,13,3,2,1,4,4,2,5,1,2,0,no
59,travel_rarely,1195,research_&_development,5,2,marketing,4,female,92,4,2,manufacturing_director,2,divorced,9239,17954,4,yes,20,3,3,2,18,3,2,20,15,2,1,no
34,travel_rarely,1294,sales,1,4,technical_degree,4,male,100,4,5,manager,4,single,5070,22168,2,no,11,3,3,3,11,3,3,12,9,1,12,yes
26,travel_frequently,586,human_resources,15,2,marketing,3,female,53,2,2,human_resources,1,divorced,1174,19526,2,yes,22,3,4,2,2,3,3,2,2,0,1,no
23,travel_frequently,1603,research_&_development,20,5,life_sciences,3,male,76,4,3,healthcare_representative,2,married,10634,21093,3,no,18,3,2,1,28,1,3,34,28,2,0,no
60,travel_rarely,1548,sales,1,2,marketing,3,female,86,3,2,sales_representative,1,single,9238,18990,4,no,14,3,4,1,8,2,4,9,4,3,3,no
42,travel_rarely,276,human_resources,2,4,life_sciences,4,female,42,4,2,human_resources,4,married,11206,24591,2,no,11,4,3,1,0,3,3,0,0,0,1,no
56,travel_frequently,1492,research_&_development,1,3,life_sciences,2,male,42,4,1,research_director,2,single,1190,18660,3,no,11,3,1,0,0,2,3,0,0,0,12,yes
45,travel_rarely,192,research_&_development,34,3,life_sciences,3,male,89,4,1,research_director,4,single,5237,18352,2,yes,12,3,1,2,1,0,3,1,0,2,3,yes
50,travel_rarely,1055,research_&_development,16,3,technical_degree,3,male,43,3,3,healthcare_representative,3,divorced,8153,4195,4,yes,17,3,3,1,9,4,2,10,9,3,13,yes
54,travel_frequently,324,research_&_development,4,3,life_sciences,4,male,65,3,2,research_director,1,married,9414,11390,3,no,11,4,3,0,1,3,3,1,0,3,6,no
26,travel_rarely,1725,sales,6,4,life_sciences,3,female,55,3,1,sales_representative,3,married,2512,18637,6,no,11,3,3,1,5,2,3,6,5,2,5,no
35,non-travel,776,research_&_development,3,3,life_sciences,2,female,93,3,2,manufacturing_director,3,divorced,9018,13743,1,no,15,3,4,1,0,1,2,0,0,1,7,no
38,travel_frequently,452,research_&_development,9,1,technical_degree,3,male,99,2,2,healthcare_representative,4,married,5382,7662,3,yes,18,3,2,1,17,3,3,20,15,2,3,no
19,travel_rarely,1639,sales,13,3,medical,4,male,92,3,3,sales_executive,1,divorced,1154,11023,2,no,23,3,4,1,2,2,3,2,1,0,0,no
60,non-travel,1641,research_&_development,6,2,life_sciences,4,female,103,4,2,laboratory_technician,2,married,4972,12597,3,no,11,3,4,0,16,2,3,17,16,0,1,yes
55,travel_frequently,1199,research_&_development,21,4,medical,4,male,74,4,2,research_director,4,divorced,9493,21146,5,yes,11,3,1,1,20,3,4,22,18,5,0,no
57,travel_rarely,853,research_&_development,7,3,medical,4,female,70,4,2,laboratory_technician,1,single,1332,13339,3,yes,11,3,4,2,0,2,3,0,0,5,2,yes
53,travel_rarely,570,research_&_development,1,1,medical,2,male,37,3,1,research_scientist,2,divorced,10068,5474,1,no,11,3,3,1,4,1,2,5,4,2,2,no
60,travel_frequently,1395,research_&_development,10,2,life_sciences,3,female,58,3,2,laboratory_technician,2,single,8110,21593,3,yes,11,3,3,1,0,3,3,0,0,0,0,no
54,travel_rarely,974,research_&_development,6,1,technical_degree,4,female,82,3,2,research_scientist,3,married,6563,26870,2,yes,11,3,3,0,16,4,1,18,14,2,0,no
32,travel_frequently,1399,research_&_development,30,4,life_sciences,2,female,107,2,2,manufacturing_director,2,married,1849,3401,2,no,12,3,4,0,5,4,2,6,5,2,0,yes
45,travel_rarely,766,research_&_development,4,4,marketing,3,female,74,3,3,research_director,3,married,2127,12480,6,no,17,4,4,1,0,4,2,0,0,1,7,yes
35,travel_frequently,187,sales,5,1,life_sciences,4,female,83,3,3,sales_executive,4,married,6015,24037,0,yes,17,3,3,0,0,3,3,0,0,3,5,no
51,travel_rarely,583,research_&_development,10,3,life_sciences,4,male,114,4,2,laboratory_technician,4,married,3344,13761,0,no,12,3,1,1,3,4,2,3,0,0,6,yes
39,travel_frequently,672,sales,6,4,life_sciences,4,female,39,4,1,manager,2,married,5970,23284,4,no,15,3,3,1,19,4,3,20,17,0,1,no
28,travel_rarely,1584,sales,5,2,medical,4,male,51,4,2,sales_representative,3,single,11293,12055,4,no,11,3,1,0,8,3,2,9,6,3,1,no
30,travel_rarely,830,research_&_development,35,2,life_sciences,2,female,53,3,3,research_director,2,single,6718,21733,3,no,12,3,3,1,14,2,3,16,14,6,0,no
21,travel_rarely,1025,research_&_development,3,3,technical_degree,4,female,95,3,1,research_scientist,1,single,6348,4688,5,no,11,4,4,2,3,3,4,3,2,4,2,no
39,travel_rarely,162,research_&_development,2,1,life_sciences,1,male,49,4,4,manufacturing_director,2,married,6709,19710,2,yes,12,4,2,0,0,4,4,0,0,2,1,no
24,travel_rarely,1671,research_&_development,18,1,medical,3,male,90,3,2,laboratory_technician,2,single,11096,7061,2,yes,22,3,1,1,25,6,3,31,21,0,7,no
60,travel_frequently,1245,research_&_development,1,5,technical_degree,2,male,42,3,2,manufacturing_director,3,married,12020,10860,2,no,15,3,4,2,0,2,3,0,0,1,4,no
41,travel_rarely,138,research_&_development,2,3,medical,2,male,61,2,3,manufacturing_director,4,married,8708,18559,3,no,12,3,2,2,20,5,3,25,18,0,0,yes
21,travel_rarely,1393,sales,9,3,marketing,4,female,100,4,1,sales_executive,4,single,8067,26932,6,no,16,3,2,1,3,3,3,3,2,2,17,no
45,non-travel,418,research_&_development,1,3,medical,2,male,75,1,2,manufacturing_director,1,married,8667,17492,6,yes,13,4,3,1,0,2,3,0,0,1,5,no
32,travel_rarely,622,sales,34,3,life_sciences,3,female,41,2,2,manager,3,divorced,13038,10571,1,no,21,3,4,0,8,6,2,9,5,1,5,yes
18,travel_rarely,1375,human_resources,6,3,technical_degree,2,male,103,3,1,manager,1,single,9538,26692,1,no,16,3,4,0,27,4,3,31,27,8,0,yes
20,travel_rarely,1225,sales,9,2,life_sciences,1,male,101,2,3,sales_representative,3,married,13010,14276,1,yes,11,4,3,1,23,3,3,27,19,1,9,no
31,travel_rarely,583,research_&_development,1,1,medical,2,female,50,4,3,research_director,1,married,5782,22023,2,no,20,3,3,0,1,4,3,1,1,0,2,no
55,travel_rarely,745,sales,4,4,marketing,3,female,98,3,1,sales_executive,4,married,2799,16413,3,no,17,3,1,2,1,3,3,1,0,0,1,yes
18,travel_rarely,1401,human_resources,9,2,life_sciences,2,male,87,4,2,manager,4,married,5298,24924,2,no,16,3,4,1,5,3,3,6,3,0,4,no
55,travel_frequently,1216,research_&_development,8,1,life_sciences,2,female,116,3,1,healthcare_representative,1,married,5889,22779,4,yes,18,4,3,0,7,5,3,8,4,1,0,yes
55,travel_frequently,1304,research_&_development,14,3,medical,3,female,80,3,4,healthcare_representative,4,married,13068,19933,4,no,17,3,4,0,9,5,1,11,7,3,9,no
38,travel_rarely,183,sales,2,1,technical_degree,1,female,110,4,2,manager,3,single,10131,18572,3,no,17,4,4,1,1,2,3,1,0,1,7,no
46,travel_frequently,946,research_&_development,11,5,human_resources,3,female,70,3,2,research_scientist,3,married,5276,21000,2,yes,14,4,2,0,22,2,3,25,19,4,2,no
22,travel_rarely,731,sales,4,3,medical,4,female,95,3,2,manager,3,married,9106,2230,2,no,18,3,4,1,7,3,2,8,6,0,0,no
27,travel_rarely,1348,research_&_development,7,2,medical,3,female,53,2,2,laboratory_technician,3,single,6552,20515,4,yes,14,3,4,2,13,4,2,16,12,1,2,yes
45,travel_rarely,885,sales,9,2,technical_degree,3,female,47,2,3,sales_representative,4,married,13742,18082,4,yes,20,3,3,3,5,4,3,6,1,2,0,no
38,travel_rarely,1264,sales,1,3,life_sciences,4,female,56,4,3,sales_representative,4,divorced,6475,12535,4,yes,16,3,2,1,3,6,3,3,0,0,1,no
24,travel_frequently,1350,sales,8,3,life_sciences,4,male,62,2,2,sales_representative,3,married,2044,17703,2,yes,15,3,4,2,26,3,3,29,23,1,2,no
20,travel_rarely,165,research_&_development,1,4,marketing,4,female,63,3,3,manufacturing_director,4,married,6944,5764,3,yes,17,4,2,1,6,3,3,6,2,1,0,no
37,travel_rarely,437,research_&_development,7,3,technical_degree,4,male,56,3,2,healthcare_representative,4,divorced,5853,11631,3,no,15,3,3,1,14,4,4,16,13,0,5,no
36,travel_rarely,1262,sales,12,3,technical_degree,1,female,97,3,1,manager,2,married,2715,23122,2,no,20,4,1,1,21,2,1,23,17,4,0,no
52,travel_rarely,1649,research_&_development,1,5,medical,4,female,83,3,1,manufacturing_director,1,married,9517,21162,2,yes,18,3,3,0,7,3,2,8,4,0,8,yes
21,non-travel,420,research_&_development,28,3,life_sciences,4,female,79,4,2,laboratory_technician,4,divorced,12661,11285,8,yes,15,3,4,0,5,3,3,6,3,0,0,no
22,travel_rarely,206,research_&_development,6,3,medical,4,female,39,2,3,manufacturing_director,4,divorced,3517,17427,5,no,11,3,2,1,0,4,2,0,0,0,3,yes
18,travel_rarely,1467,research_&_development,31,3,life_sciences,3,male,83,3,4,research_scientist,1,married,10592,11310,4,no,18,3,4,3,0,3,3,0,0,1,5,no
21,travel_frequently,332,research_&_development,1,4,life_sciences,4,male,48,4,1,research_director,3,married,5553,16349,1,no,16,3,2,1,1,4,3,1,0,0,1,no
29,travel_rarely,809,research_&_development,29,3,marketing,2,female,76,2,2,research_scientist,1,married,7528,23935,2,yes,24,3,4,1,1,2,4,1,0,1,4,no
44,travel_rarely,1466,sales,1,3,life_sciences,4,male,38,4,1,manager,4,divorced,6680,14672,2,no,11,3,4,1,2,2,3,2,1,0,5,yes
59,travel_rarely,1306,sales,6,3,technical_degree,2,female,99,3,3,sales_executive,4,married,7846,22644,1,no,14,3,1,1,2,4,3,2,0,0,4,no
40,travel_rarely,1466,research_&_development,29,3,medical,4,female,70,4,4,research_director,3,single,9212,6297,2,yes,11,3,3,1,3,2,3,4,0,0,1,yes
42,travel_rarely,737,human_resources,2,2,medical,3,male,103,3,1,manager,3,divorced,3795,17943,6,no,12,3,4,3,3,2,2,3,3,0,6,no
38,travel_frequently,770,research_&_development,1,3,life_sciences,1,male,91,2,3,manufacturing_director,4,married,11650,21123,2,yes,21,4,3,1,0,2,3,0,0,2,3,no
41,travel_rarely,1350,sales,15,2,life_sciences,4,female,104,4,3,sales_executive,1,single,8964,21574,1,no,11,3,4,0,0,1,3,0,0,1,3,no
42,travel_rarely,1428,research_&_development,9,1,life_sciences,3,female,101,4,1,research_director,4,married,10825,3927,1,no,11,3,3,1,7,4,1,8,7,0,6,no
49,travel_rarely,847,research_&_development,7,4,other,3,male,87,1,2,manufacturing_director,3,married,4593,7478,1,no,17,3,2,1,5,3,3,5,2,0,1,no
49,travel_frequently,1580,sales,1,3,technical_degree,2,female,75,4,3,sales_executive,3,divorced,3712,18376,3,yes,15,4,4,1,4,3,3,4,3,13,1,no
22,travel_rarely,260,sales,10,2,medical,4,male,65,4,1,manager,3,single,11551,4344,0,yes,13,4,3,1,7,3,2,7,4,3,1,no
53,travel_rarely,1090,research_&_development,1,2,life_sciences,3,female,62,3,2,research_scientist,3,divorced,3309,22112,3,no,11,3,2,1,12,2,4,15,10,3,0,no
59,travel_rarely,869,research_&_development,27,3,human_resources,3,female,114,1,1,healthcare_representative,4,married,8187,8213,2,no,20,3,1,0,3,2,1,3,1,0,1,no
59,travel_frequently,276,sales,11,3,life_sciences,3,male,93,3,2,manager,4,single,10577,19046,3,no,14,3,3,0,7,4,3,8,7,0,2,no
56,travel_rarely,785,sales,13,1,life_sciences,3,male,56,4,4,sales_executive,4,divorced,6622,7295,0,no,11,3,4,0,21,3,3,23,18,2,2,no
33,travel_rarely,1156,sales,3,1,medical,3,male,74,2,2,sales_executive,2,married,11483,23503,1,yes,16,3,3,1,12,2,2,15,11,0,1,yes
50,non-travel,536,research_&_development,22,2,human_resources,2,female,113,3,1,healthcare_representative,2,single,6507,19770,0,yes,20,3,4,0,3,4,2,4,0,1,9,yes
38,travel_rarely,1737,sales,7,2,life_sciences,3,female,88,3,1,sales_representative,3,married,3287,6369,4,yes,13,3,4,1,7,2,3,8,6,0,1,no
26,travel_rarely,1166,sales,19,1,life_sciences,3,female,58,2,2,sales_representative,4,divorced,8250,10057,2,no,12,3,3,3,1,2,3,1,0,0,7,no
23,travel_rarely,1464,research_&_development,2,3,human_resources,4,female,46,3,2,laboratory_technician,3,single,7964,4739,3,yes,15,3,3,0,5,0,3,6,2,0,2,yes
52,travel_rarely,194,sales,13,2,life_sciences,4,male,76,2,2,manager,4,single,17469,10757,2,yes,16,3,4,2,27,6,4,29,23,1,5,no
56,travel_frequently,1083,research_&_development,8,1,life_sciences,3,female,52,3,1,manufacturing_director,4,single,4617,9931,5,no,16,3,4,2,5,3,3,5,2,2,0,no
39,travel_frequently,509,sales,1,4,medical,2,female,92,3,3,manager,3,single,6728,17498,5,yes,14,4,3,2,18,2,1,20,17,0,3,yes
58,travel_frequently,1284,sales,4,4,technical_degree,3,female,39,3,4,manager,4,divorced,5016,12275,5,no,19,3,3,2,3,4,3,4,1,0,12,no
22,travel_rarely,1006,sales,1,2,medical,4,male,84,4,4,sales_executive,4,married,7169,19086,4,no,11,4,2,1,40,4,3,45,38,2,4,no
59,travel_rarely,981,research_&_development,5,2,other,1,female,99,3,2,research_scientist,4,single,6691,9619,6,no,14,3,1,1,6,3,3,7,6,1,6,no
40,travel_rarely,817,research_&_development,5,3,medical,3,female,41,3,3,manufacturing_director,3,single,4325,11368,3,no,14,3,4,1,0,0,2,0,0,2,1,no
34,travel_rarely,289,research_&_development,6,3,life_sciences,2,male,116,4,2,research_scientist,4,married,9759,6413,5,no,11,3,3,0,6,2,3,7,2,3,6,no
29,travel_frequently,1572,research_&_development,10,5,other,2,female,80,2,3,research_director,1,divorced,6648,9047,3,no,16,3,1,0,2,2,3,2,1,0,1,no
40,travel_frequently,563,research_&_development,8,3,life_sciences,1,female,86,2,1,research_scientist,3,married,12944,7221,1,no,15,3,4,0,0,3,2,0,0,1,2,no
33,travel_frequently,898,sales,1,3,life_sciences,4,male,63,1,3,sales_representative,2,divorced,5342,19985,0,no,14,3,4,0,12,3,3,14,9,2,0,no
20,travel_rarely,1577,sales,13,4,medical,4,female,98,3,2,sales_representative,1,married,13489,23398,4,yes,17,3,4,1,2,2,4,3,0,1,2,no
47,travel_rarely,285,research_&_development,30,3,life_sciences,1,female,93,4,4,healthcare_representative,4,single,8008,19091,1,yes,14,4,3,3,11,3,1,13,9,0,2,no
39,travel_frequently,390,sales,3,2,life_sciences,3,female,94,3,3,manager,3,divorced,11227,8065,3,no,20,3,3,2,2,3,3,2,1,0,3,yes
26,travel_rarely,226,sales,1,3,life_sciences,1,male,54,4,2,sales_executive,2,married,7476,10669,0,no,16,3,1,0,1,4,3,1,0,4,8,yes
46,travel_rarely,962,sales,7,2,medical,4,female,66,3,4,sales_executive,3,married,4715,21854,4,no,16,3,4,0,25,3,1,28,25,6,1,no
54,travel_rarely,1697,sales,11,1,technical_degree,3,female,55,1,2,sales_executive,4,divorced,6876,8132,2,no,12,3,4,1,3,3,3,4,1,1,16,no
40,travel_frequently,494,sales,10,4,medical,2,male,53,3,5,sales_representative,4,single,2584,4869,2,yes,11,3,4,1,6,4,2,7,6,0,7,no
30,travel_rarely,668,research_&_development,9,2,other,1,male,59,1,3,laboratory_technician,1,single,6947,9571,2,no,18,3,4,2,6,2,2,7,3,1,2,no
49,travel_frequently,140,research_&_development,1,1,life_sciences,4,female,91,1,5,manufacturing_director,4,married,7888,8468,2,yes,11,4,1,1,5,2,2,6,4,0,1,no
40,travel_frequently,516,research_&_development,18,4,life_sciences,3,female,113,3,1,research_director,2,single,8169,4377,5,yes,13,3,3,1,17,4,3,20,17,0,0,no
34,travel_rarely,1314,research_&_development,5,3,life_sciences,1,female,72,3,2,research_director,4,single,11635,19140,6,no,18,3,3,0,7,3,3,8,5,1,1,no
57,travel_frequently,1121,research_&_development,2,2,life_sciences,3,female,113,3,3,research_scientist,4,single,7034,15985,5,no,11,3,4,0,3,3,3,3,1,2,8,yes
38,travel_frequently,223,sales,1,2,life_sciences,4,male,90,1,4,manager,4,single,1094,22619,4,no,13,3,1,0,13,4,2,15,10,0,1,no
19,travel_rarely,829,research_&_development,5,2,technical_degree,3,female,53,3,1,laboratory_technician,4,married,20035,22513,1,yes,11,3,3,1,1,3,3,1,0,5,0,no
54,travel_rarely,853,research_&_development,9,2,technical_degree,3,male,64,1,1,research_director,2,single,5445,10507,2,no,11,3,1,3,5,4,3,6,1,0,0,no
23,travel_rarely,123,sales,10,4,other,3,male,91,3,1,sales_executive,3,married,11226,2845,3,no,11,3,3,0,21,4,3,24,19,1,1,no
35,travel_rarely,1405,research_&_development,35,2,life_sciences,3,female,109,3,4,healthcare_representative,3,married,2318,16585,2,no,13,3,4,0,6,1,2,8,2,3,0,no
47,travel_rarely,265,research_&_development,1,3,technical_degree,3,female,40,2,3,laboratory_technician,3,married,8555,18062,2,no,15,3,3,1,11,3,2,13,10,0,0,no
39,travel_rarely,1196,research_&_development,35,1,life_sciences,4,male,92,3,2,manufacturing_director,3,single,4696,5248,2,yes,15,3,4,0,7,5,3,8,3,0,12,yes
