Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
37,Travel_Rarely,634,Research & Development,25,2,Marketing,4,Male,47,4,2,Research Director,1,Divorced,6890,24960,0,Yes,14,3,3,3,22,0,2,22,20,0,4,No
52,Travel_Rarely,474,Research & Development,5,3,Medical,3,Female,41,4,1,Research Scientist,2,Single,11790,13504,4,No,14,3,4,1,3,1,2,3,1,1,0,No
19,Travel_Rarely,1377,Research & Development,13,1,Life Sciences,4,Female,45,3,2,Research Director,4,Married,9089,16425,2,No,23,4,3,3,6,5,3,6,2,0,2,No
47,Travel_Rarely,1117,Research & Development,5,3,Medical,3,Female,66,3,1,Research Director,3,Single,2812,18934,2,No,15,4,4,1,7,2,3,7,3,0,0,No
51,Travel_Rarely,115,Human Resources,3,4,Medical,3,Female,49,4,2,Manager,2,Married,9346,10262,4,No,25,3,4,2,5,3,3,5,5,3,1,No
39,Travel_Rarely,316,Research & Development,12,3,Life Sciences,3,Female,49,3,3,Research Scientist,1,Married,10228,7624,0,Yes,11,3,4,2,1,4,3,1,0,0,4,No
20,Travel_Rarely,637,Human Resources,14,2,Life Sciences,4,Female,44,3,5,Human Resources,4,Married,11353,2738,3,Yes,15,3,2,0,9,0,3,9,7,3,5,No
23,Travel_Rarely,1145,Sales,2,3,Technical Degree,4,Male,54,4,2,Sales Executive,2,Married,5295,12615,3,No,19,3,1,0,11,5,3,11,8,1,5,Yes
32,Travel_Rarely,1029,Research & Development,3,4,Life Sciences,1,Female,46,4,1,Research Director,2,Single,5076,14795,6,No,19,3,3,2,5,0,3,5,5,3,0,No
44,Travel_Rarely,537,Human Resources,6,3,Marketing,3,Female,41,3,3,Human Resources,4,Single,3674,24187,2,Yes,17,3,4,0,4,2,2,4,1,5,6,No
27,Travel_Rarely,1446,Sales,1,4,Human Resources,4,Female,71,4,3,Sales Representative,3,Married,7424,9358,2,No,12,3,3,1,0,0,3,0,0,0,2,No
26,Travel_Frequently,1092,Sales,23,4,Life Sciences,4,Male,68,3,4,Sales Representative,1,Single,8698,23416,4,Yes,11,3,2,2,0,3,4,0,0,0,2,No
50,Travel_Rarely,1177,Research & Development,8,1,Life Sciences,4,Male,85,2,1,Research Director,3,Married,4960,15842,1,No,14,3,1,1,2,5,3,2,0,0,2,No
49,Travel_Rarely,458,Research & Development,1,2,Medical,2,Male,82,3,2,Manufacturing Director,4,Divorced,6074,25841,5,Yes,19,3,2,0,2,4,2,2,0,1,7,No
23,Travel_Rarely,820,Research & Development,1,3,Technical Degree,2,Female,100,3,5,Research Director,4,Divorced,1009,7841,1,Yes,21,3,4,1,21,3,2,21,18,0,4,Yes
58,Travel_Rarely,973,Sales,27,3,Human Resources,3,Male,76,3,1,Sales Representative,1,Divorced,11028,22734,3,Yes,15,3,1,1,10,2,2,10,10,1,2,Yes
53,Non-Travel,708,Research & Development,12,4,Marketing,2,Male,54,4,3,Laboratory Technician,2,Married,1805,22828,0,No,14,3,2,0,7,4,2,7,5,3,7,No
19,Travel_Rarely,1473,Sales,11,3,Life Sciences,3,Female,79,4,1,Sales Representative,1,Married,7624,4855,3,No,15,3,1,2,5,4,3,5,1,1,6,Yes
46,Travel_Rarely,879,Sales,1,3,Medical,3,Female,62,4,2,Manager,3,Single,7214,26705,4,No,15,3,4,1,1,2,3,1,1,0,0,Yes
21,Travel_Rarely,427,Sales,20,2,Medical,2,Male,58,3,3,Sales Representative,4,Married,6637,25351,3,No,19,3,4,3,26,4,3,26,22,0,2,No
18,Travel_Frequently,628,Research & Development,5,4,Medical,2,Female,32,3,2,Research Scientist,2,Married,6706,16395,6,No,13,3,3,0,3,4,2,3,0,0,0,Yes
36,Travel_Rarely,788,Research & Development,9,2,Life Sciences,1,Female,68,4,3,Healthcare Representative,4,Married,3464,18947,4,Yes,14,3,1,1,0,3,2,0,0,2,1,No
43,Non-Travel,320,Research & Development,28,3,Life Sciences,3,Female,33,4,2,Research Director,3,Married,5515,10594,1,No,16,3,2,2,4,1,3,4,4,0,6,No
42,Non-Travel,623,Research & Development,1,2,Technical Degree,2,Female,66,4,5,Research Scientist,4,Single,9406,8111,5,No,12,3,3,1,14,6,3,14,12,5,11,No
27,Travel_Rarely,506,Research & Development,5,1,Medical,2,Male,35,3,2,Healthcare Representative,4,Single,10295,24436,4,No,11,3,3,0,15,1,2,15,13,1,1,No
32,Non-Travel,1144,Research & Development,1,2,Life Sciences,3,Female,39,4,1,Research Director,3,Divorced,5237,8941,3,Yes,20,3,3,3,0,3,3,0,0,0,0,No
39,Travel_Rarely,681,Research & Development,6,2,Life Sciences,1,Male,41,4,2,Manufacturing Director,2,Single,1818,11074,3,No,14,3,4,2,15,1,2,15,13,0,2,No
38,Travel_Frequently,891,Research & Development,2,3,Technical Degree,4,Male,95,1,3,Research Director,4,Married,4163,18768,3,Yes,18,3,4,1,2,4,3,2,0,1,1,No
39,Travel_Rarely,395,Research & Development,21,2,Marketing,2,Male,32,3,4,Laboratory Technician,4,Divorced,12058,2523,3,No,17,3,1,1,0,2,3,0,0,4,4,No
53,Travel_Rarely,116,Research & Development,4,4,Life Sciences,4,Male,94,4,2,Laboratory Technician,2,Married,4342,2691,2,Yes,11,3,1,0,13,3,3,13,12,7,2,No
51,Travel_Rarely,427,Research & Development,9,3,Life Sciences,3,Female,93,3,2,Manufacturing Director,4,Married,6208,10144,3,No,12,3,2,3,13,2,3,13,13,0,2,No
47,Travel_Frequently,1072,Research & Development,17,3,Life Sciences,4,Female,64,3,4,Research Scientist,1,Single,10747,6621,2,No,15,3,3,1,6,3,3,6,6,3,1,Yes
42,Travel_Rarely,259,Research & Development,29,3,Human Resources,2,Female,53,3,3,Healthcare Representative,1,Married,4919,3651,3,No,14,4,3,0,5,5,3,5,3,0,7,Yes
45,Travel_Rarely,1229,Sales,6,3,Medical,2,Male,76,3,3,Sales Representative,1,Divorced,6003,25267,0,No,15,3,4,0,11,4,3,11,7,1,1,No
18,Travel_Rarely,1001,Research & Development,5,1,Medical,4,Male,81,2,3,Research Scientist,4,Married,8883,23078,1,No,15,3,1,2,10,1,3,10,10,1,0,No
21,Travel_Rarely,907,Research & Development,1,5,Medical,2,Male,63,1,2,Manufacturing Director,3,Married,11635,26533,2,No,18,3,4,0,15,2,2,15,13,11,3,No
24,Travel_Rarely,1407,Research & Development,1,3,Life Sciences,4,Female,54,2,1,Laboratory Technician,1,Single,4563,2766,4,No,14,3,3,3,5,2,3,5,1,0,1,No
26,Travel_Rarely,248,Research & Development,8,1,Technical Degree,2,Male,98,4,1,Manufacturing Director,4,Single,10676,4948,1,No,15,3,4,3,24,3,2,24,23,0,4,No
53,Travel_Rarely,615,Research & Development,1,3,Medical,4,Female,58,1,5,Research Director,4,Divorced,5655,20056,3,No,11,3,3,2,38,4,4,38,38,1,0,No
36,Travel_Rarely,1193,Sales,4,3,Life Sciences,4,Female,93,3,1,Manager,4,Married,3842,19910,0,Yes,12,4,4,1,0,3,3,0,0,4,13,No
18,Travel_Rarely,605,Human Resources,1,1,Life Sciences,4,Female,82,3,2,Manager,2,Married,7248,7615,3,No,12,3,2,1,13,2,3,13,12,2,0,No
27,Travel_Rarely,1194,Research & Development,8,4,Medical,2,Female,87,3,4,Healthcare Representative,1,Single,3027,10326,2,No,13,4,4,0,4,3,3,4,1,0,1,No
53,Travel_Rarely,514,Research & Development,4,1,Human Resources,2,Male,70,2,1,Laboratory Technician,3,Married,7916,6573,3,No,13,3,1,1,3,3,2,3,2,8,2,Yes
26,Non-Travel,1189,Sales,1,3,Life Sciences,4,Female,80,3,4,Sales Representative,4,Divorced,15948,21411,4,No,17,3,3,1,6,2,2,6,4,11,8,No
59,Travel_Rarely,693,Research & Development,3,5,Technical Degree,4,Male,47,1,3,Research Director,3,Married,9816,19792,5,No,22,3,1,1,0,1,3,0,0,3,5,No
49,Non-Travel,867,Research & Development,7,2,Marketing,1,Female,70,4,5,Research Scientist,3,Single,6185,20293,1,Yes,11,3,1,0,4,2,3,4,1,3,0,No
49,Travel_Frequently,338,Research & Development,9,2,Life Sciences,3,Male,90,3,2,Healthcare Representative,4,Married,9656,6372,0,Yes,14,3,1,0,14,1,3,14,11,3,2,No
23,Travel_Rarely,497,Research & Development,5,1,Life Sciences,2,Male,53,3,2,Laboratory Technician,2,Married,3705,25385,3,Yes,11,3,1,0,1,2,2,1,0,0,3,No
55,Travel_Rarely,1264,Research & Development,14,1,Life Sciences,4,Female,76,4,4,Healthcare Representative,3,Married,4208,3989,2,No,11,3,2,1,3,5,4,3,3,0,4,No
34,Travel_Frequently,1441,Sales,1,1,Marketing,1,Female,57,2,1,Sales Representative,3,Divorced,6268,19541,2,No,12,3,4,1,19,1,2,19,17,1,3,No
27,Travel_Rarely,233,Research & Development,1,4,Life Sciences,3,Female,65,3,2,Healthcare Representative,1,Married,6763,16004,2,No,11,3,2,0,3,4,2,3,0,6,2,Yes
44,Travel_Rarely,327,Sales,1,4,Life Sciences,3,Male,50,3,3,Manager,2,Divorced,2620,13582,1,No,15,3,4,1,3,3,4,3,2,4,5,No
52,Travel_Rarely,219,Research & Development,6,4,Medical,4,Female,85,3,2,Laboratory Technician,4,Married,5580,7498,5,Yes,14,3,1,0,4,3,4,4,0,0,1,Yes
38,Travel_Rarely,739,Sales,11,3,Marketing,4,Female,98,3,4,Sales Executive,4,Single,6066,26807,2,No,13,3,3,2,5,2,2,5,3,0,17,No
42,Travel_Frequently,440,Research & Development,1,4,Life Sciences,2,Male,55,3,3,Research Scientist,2,Single,11125,10620,1,No,16,3,1,1,6,1,3,6,5,4,11,No
45,Travel_Rarely,520,Research & Development,9,3,Life Sciences,3,Female,83,3,1,Manufacturing Director,2,Single,2619,14519,0,No,11,3,2,0,11,2,2,11,11,2,4,No
32,Travel_Rarely,1304,Research & Development,5,3,Medical,4,Male,73,3,1,Manufacturing Director,1,Divorced,2341,7687,2,No,11,3,1,0,4,3,2,4,1,0,8,No
21,Travel_Rarely,563,Research & Development,29,3,Medical,4,Female,62,2,1,Research Scientist,4,Married,7027,14869,3,No,16,3,3,3,11,4,3,11,10,1,1,No
46,Travel_Rarely,777,Research & Development,11,1,Technical Degree,3,Male,55,3,1,Healthcare Representative,4,Married,9952,4770,5,No,11,3,1,1,5,5,3,5,3,0,3,No
26,Travel_Rarely,819,Sales,9,5,Life Sciences,4,Male,51,4,3,Sales Executive,4,Single,8154,26570,1,No,11,4,4,0,2,3,3,2,1,6,1,No
44,Travel_Rarely,1229,Research & Development,7,3,Technical Degree,2,Female,49,3,1,Healthcare Representative,4,Single,7408,7359,4,Yes,21,3,3,1,7,3,2,7,7,3,8,No
43,Travel_Frequently,215,Sales,29,4,Marketing,4,Male,31,3,2,Sales Executive,2,Married,5634,16838,2,Yes,16,4,4,0,8,3,2,8,4,7,2,No
36,Travel_Rarely,1396,Research & Development,29,3,Medical,2,Female,70,3,4,Research Scientist,1,Married,8528,11819,5,No,19,3,4,0,5,2,3,5,2,0,3,No
45,Travel_Frequently,664,Research & Development,6,3,Marketing,3,Female,83,4,2,Laboratory Technician,3,Single,8980,19586,5,No,12,4,3,2,0,2,4,0,0,4,7,No
34,Travel_Rarely,407,Sales,5,1,Medical,4,Male,86,2,2,Sales Executive,1,Married,5728,20064,7,No,11,3,4,0,1,4,2,1,0,1,6,No
60,Travel_Rarely,724,Sales,5,3,Life Sciences,1,Female,47,3,5,Manager,1,Single,3654,26252,0,No,16,3,1,2,2,2,3,2,0,0,1,Yes
58,Travel_Rarely,156,Research & Development,5,4,Medical,3,Male,34,3,1,Laboratory Technician,2,Married,3673,5955,2,No,11,3,4,1,2,4,2,2,0,1,0,No
59,Travel_Rarely,625,Research & Development,6,1,Medical,2,Male,75,2,4,Research Scientist,3,Married,9136,23606,1,Yes,19,4,2,0,7,2,3,7,6,6,0,No
37,Travel_Rarely,535,Research & Development,2,5,Medical,2,Male,50,3,3,Research Scientist,3,Single,1867,7048,1,No,15,3,3,1,0,2,2,0,0,2,1,No
57,Travel_Rarely,291,Research & Development,23,3,Life Sciences,4,Male,51,3,3,Research Scientist,2,Divorced,11531,3206,2,No,15,3,3,0,9,3,3,9,5,0,1,No
56,Travel_Frequently,490,Research & Development,6,2,Technical Degree,3,Male,32,4,3,Healthcare Representative,3,Single,5131,3206,3,Yes,15,3,4,1,2,1,2,2,2,15,0,No
40,Travel_Frequently,768,Sales,16,3,Medical,1,Male,38,3,2,Sales Executive,1,Single,7428,12552,2,No,23,3,4,2,2,5,4,2,0,0,2,No
49,Travel_Rarely,1460,Research & Development,5,4,Life Sciences,3,Male,31,2,3,Laboratory Technician,4,Single,8605,21367,9,No,17,3,1,3,5,4,3,5,4,3,0,No
50,Travel_Rarely,447,Sales,11,3,Medical,3,Male,57,2,3,Sales Representative,4,Married,4448,18827,3,No,14,3,2,0,1,3,3,1,0,3,0,Yes
22,Travel_Rarely,366,Research & Development,3,3,Marketing,1,Female,63,3,2,Manufacturing Director,2,Married,5120,6056,2,No,15,3,4,0,15,6,3,15,15,2,6,No
60,Travel_Rarely,973,Research & Development,8,3,Technical Degree,4,Female,82,3,2,Research Scientist,3,Married,6895,20401,6,No,11,3,4,1,0,0,3,0,0,2,2,No
51,Travel_Rarely,1229,Research & Development,6,3,Medical,2,Male,88,2,4,Research Scientist,3,Single,3938,14786,1,No,12,3,1,0,4,3,2,4,2,0,1,Yes
57,Travel_Rarely,242,Research & Development,4,2,Technical Degree,4,Female,39,3,2,Research Scientist,1,Single,3297,26537,3,No,20,3,3,1,13,4,3,13,11,11,0,No
28,Non-Travel,850,Human Resources,19,1,Life Sciences,2,Female,31,4,4,Manager,2,Married,3566,26443,2,No,15,3,4,0,6,3,3,6,4,0,8,No
20,Travel_Frequently,657,Sales,1,2,Medical,2,Female,77,1,3,Sales Representative,4,Divorced,10127,25806,6,No,18,3,4,1,2,0,3,2,0,1,9,No
50,Travel_Rarely,340,Research & Development,6,2,Technical Degree,1,Female,35,3,2,Laboratory Technician,1,Divorced,7693,2136,4,No,11,3,3,0,3,1,2,3,1,0,2,No
28,Travel_Rarely,1223,Research & Development,1,2,Technical Degree,1,Female,73,3,1,Research Scientist,3,Single,4120,13831,3,Yes,18,3,4,2,8,3,3,8,8,0,10,Yes
33,Travel_Rarely,937,Research & Development,17,3,Marketing,4,Female,83,3,2,Laboratory Technician,4,Married,9118,7971,2,Yes,14,3,3,1,25,3,4,25,24,1,2,No
35,Travel_Frequently,1071,Sales,2,3,Technical Degree,1,Male,100,3,2,Sales Executive,2,Divorced,4286,8068,7,No,15,4,4,0,15,2,2,15,15,3,0,No
47,Travel_Rarely,666,Research & Development,9,1,Life Sciences,1,Female,65,3,2,Healthcare Representative,2,Married,1009,17612,0,No,15,3,3,2,2,3,3,2,0,1,0,No
27,Travel_Rarely,722,Human Resources,1,1,Technical Degree,4,Female,37,4,3,Manager,4,Divorced,8590,17585,6,No,15,3,3,0,40,0,3,40,36,0,0,No
35,Travel_Frequently,358,Research & Development,4,1,Life Sciences,3,Female,39,1,3,Research Scientist,2,Single,11438,18012,3,Yes,14,3,4,0,0,3,2,0,0,2,3,Yes
55,Travel_Rarely,1136,Research & Development,20,3,Life Sciences,1,Female,62,3,3,Laboratory Technician,3,Divorced,8174,19329,0,No,20,3,1,0,0,4,3,0,0,3,1,No
36,Travel_Rarely,279,Human Resources,1,1,Life Sciences,4,Male,48,3,4,Manager,4,Married,1009,15450,2,No,11,3,4,2,12,3,4,12,12,0,4,No
53,Travel_Rarely,1419,Research & Development,9,3,Medical,1,Male,47,2,2,Laboratory Technician,4,Divorced,6429,13678,3,Yes,17,3,4,1,1,3,1,1,1,2,2,Yes
30,Travel_Rarely,1084,Sales,2,3,Life Sciences,4,Male,80,3,3,Manager,4,Married,5676,15395,2,Yes,12,3,4,0,0,2,3,0,0,0,1,Yes
20,Travel_Rarely,498,Research & Development,4,3,Life Sciences,1,Male,52,2,1,Healthcare Representative,4,Married,7634,15599,2,No,11,3,2,3,1,2,3,1,0,0,0,No
27,Travel_Rarely,638,Research & Development,7,4,Life Sciences,3,Female,30,3,2,Research Director,3,Divorced,3958,19764,2,No,23,3,4,0,3,1,2,3,1,1,0,Yes
55,Travel_Rarely,739,Research & Development,7,2,Life Sciences,3,Male,88,3,2,Research Director,4,Single,5499,22257,2,Yes,11,3,4,2,9,4,2,9,8,3,6,No
18,Travel_Rarely,367,Research & Development,8,2,Medical,2,Male,32,3,2,Manufacturing Director,4,Married,2239,14911,3,No,11,3,4,0,6,1,4,6,6,0,6,Yes
44,Travel_Frequently,1258,Human Resources,9,2,Medical,3,Male,39,4,2,Manager,4,Married,7165,24484,1,No,18,3,2,2,1,3,3,1,1,1,3,No
25,Travel_Rarely,1403,Human Resources,2,1,Life Sciences,3,Male,100,2,1,Human Resources,4,Married,2351,13654,4,No,13,3,2,1,4,4,2,4,1,2,0,No
59,Travel_Rarely,1086,Research & Development,4,2,Marketing,4,Female,78,4,2,Manufacturing Director,2,Divorced,7812,17954,4,No,20,3,3,2,18,3,2,18,15,2,1,No
34,Travel_Rarely,1226,Sales,1,4,Technical Degree,4,Male,85,4,5,Manager,4,Single,4248,22168,2,No,11,3,3,3,11,3,3,11,9,1,12,No
26,Travel_Frequently,505,Human Resources,13,2,Marketing,3,Female,45,2,2,Human Resources,1,Divorced,1009,19526,2,Yes,22,3,4,2,2,3,3,2,2,0,1,No
23,Travel_Frequently,1409,Research & Development,16,5,Life Sciences,3,Male,68,4,3,Healthcare Representative,2,Married,8881,21093,3,No,18,3,2,1,28,1,3,28,28,2,0,No
60,Travel_Rarely,1402,Sales,1,2,Marketing,3,Female,73,3,2,Sales Representative,1,Single,7982,18990,4,No,14,3,4,1,8,2,4,8,4,3,3,No
42,Travel_Rarely,240,Human Resources,2,4,Life Sciences,4,Female,37,4,2,Human Resources,4,Married,10558,24591,2,No,11,4,3,1,0,3,3,0,0,0,1,No
56,Travel_Frequently,1346,Research & Development,1,3,Life Sciences,2,Male,37,4,1,Research Director,2,Single,1009,18660,3,No,11,3,1,0,0,2,3,0,0,0,12,Yes
45,Travel_Rarely,170,Research & Development,29,3,Life Sciences,3,Male,74,4,1,Research Director,4,Single,4536,18352,2,Yes,12,3,1,2,1,0,3,1,0,2,3,Yes
50,Travel_Rarely,906,Research & Development,14,3,Technical Degree,3,Male,40,3,3,Healthcare Representative,3,Divorced,6894,4195,4,No,17,3,3,1,9,4,2,9,9,3,13,No
54,Non-Travel,278,Research & Development,4,3,Life Sciences,4,Male,54,3,2,Research Director,1,Married,8215,11390,3,No,11,4,3,0,1,3,3,1,0,3,6,No
26,Travel_Rarely,1498,Sales,5,4,Life Sciences,3,Female,46,3,1,Sales Representative,3,Married,2111,18637,6,No,11,3,3,1,5,2,3,5,5,2,5,No
35,Non-Travel,646,Research & Development,3,3,Life Sciences,2,Female,84,3,2,Manufacturing Director,3,Divorced,7794,13743,1,No,15,3,4,1,0,1,2,0,0,1,7,No
38,Travel_Frequently,402,Research & Development,8,1,Technical Degree,3,Male,85,2,2,Healthcare Representative,4,Married,4784,7662,3,Yes,18,3,2,1,17,3,3,17,15,2,3,No
19,Travel_Rarely,1353,Sales,11,3,Medical,4,Male,73,3,3,Sales Executive,1,Divorced,1009,11023,2,No,23,3,4,1,2,2,3,2,1,0,0,No
60,Non-Travel,1497,Research & Development,5,2,Life Sciences,4,Female,82,4,2,Laboratory Technician,2,Married,4247,12597,3,No,11,3,4,0,16,2,3,16,16,0,1,No
55,Travel_Frequently,1116,Research & Development,18,4,Medical,4,Male,64,4,2,Research Director,4,Divorced,8043,21146,5,No,11,3,1,1,20,3,4,20,18,5,0,No
57,Travel_Rarely,747,Research & Development,6,3,Medical,4,Female,68,4,2,Laboratory Technician,1,Single,1060,13339,3,Yes,11,3,4,2,0,2,3,0,0,5,2,Yes
53,Travel_Rarely,500,Research & Development,1,1,Medical,2,Male,31,3,1,Research Scientist,2,Divorced,8411,5474,1,No,11,3,3,1,4,1,2,4,4,2,2,No
60,Travel_Rarely,1268,Research & Development,8,2,Life Sciences,3,Female,54,3,2,Laboratory Technician,2,Single,7350,21593,3,No,11,3,3,1,0,3,3,0,0,0,0,No
54,Travel_Rarely,858,Research & Development,5,1,Technical Degree,4,Female,67,3,2,Research Scientist,3,Married,5738,26870,2,Yes,11,3,3,0,16,4,1,16,14,2,0,No
32,Travel_Frequently,1262,Research & Development,24,4,Life Sciences,2,Female,97,2,2,Manufacturing Director,2,Married,1594,3401,2,No,12,3,4,0,5,4,2,5,5,2,0,Yes
45,Travel_Rarely,674,Research & Development,4,4,Marketing,3,Female,61,3,3,Research Director,3,Married,1835,12480,6,No,17,4,4,1,0,4,2,0,0,1,7,Yes
35,Travel_Rarely,157,Sales,4,1,Life Sciences,4,Female,70,3,3,Sales Executive,4,Married,5304,24037,0,Yes,17,3,3,0,0,3,3,0,0,3,5,No
51,Travel_Rarely,483,Research & Development,9,3,Life Sciences,4,Male,100,4,2,Laboratory Technician,4,Married,3125,13761,0,No,12,3,1,1,3,4,2,3,0,0,6,Yes
39,Travel_Frequently,572,Sales,6,4,Life Sciences,4,Female,36,4,1,Manager,2,Married,5498,23284,4,No,15,3,3,1,19,4,3,19,17,0,1,No
28,Travel_Rarely,1333,Sales,4,2,Medical,4,Male,47,4,2,Sales Representative,3,Single,9218,12055,4,No,11,3,1,0,8,3,2,8,6,3,1,No
30,Travel_Rarely,736,Research & Development,29,2,Life Sciences,2,Female,46,3,3,Research Director,2,Single,5680,21733,3,No,12,3,3,1,14,2,3,14,14,6,0,No
21,Travel_Rarely,844,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,5598,4688,5,No,11,4,4,2,3,3,4,3,2,4,2,No
39,Travel_Rarely,136,Research & Development,2,1,Life Sciences,1,Male,40,4,4,Manufacturing Director,2,Married,5601,19710,2,Yes,12,4,2,0,0,4,4,0,0,2,1,No
24,Travel_Rarely,1391,Research & Development,17,1,Medical,3,Male,80,3,2,Laboratory Technician,2,Single,9540,7061,2,No,22,3,1,1,25,6,3,25,21,0,7,No
60,Travel_Rarely,1077,Research & Development,1,5,Technical Degree,2,Male,36,3,2,Manufacturing Director,3,Married,10380,10860,2,No,15,3,4,2,0,2,3,0,0,1,4,No
41,Travel_Rarely,122,Research & Development,2,3,Medical,2,Male,56,2,3,Manufacturing Director,4,Married,7765,18559,3,No,12,3,2,2,20,5,3,20,18,0,0,No
21,Travel_Rarely,1265,Sales,8,3,Marketing,4,Female,88,4,1,Sales Executive,4,Single,6909,26932,6,No,16,3,2,1,3,3,3,3,2,2,17,No
45,Non-Travel,366,Research & Development,1,3,Medical,2,Male,66,1,2,Manufacturing Director,1,Married,7188,17492,6,Yes,13,4,3,1,0,2,3,0,0,1,5,No
32,Travel_Rarely,558,Sales,29,3,Life Sciences,3,Female,34,2,2,Manager,3,Divorced,10783,10571,1,No,21,3,4,0,8,6,2,8,5,1,5,Yes
18,Travel_Rarely,1245,Human Resources,5,3,Technical Degree,2,Male,91,3,1,Manager,1,Single,7928,26692,1,No,16,3,4,0,27,4,3,27,27,8,0,No
20,Travel_Rarely,1051,Sales,8,2,Life Sciences,1,Male,84,2,3,Sales Representative,3,Married,11067,14276,1,Yes,11,4,3,1,23,3,3,23,19,1,9,No
31,Travel_Rarely,484,Research & Development,1,1,Medical,2,Female,45,4,3,Research Director,1,Married,5242,22023,2,No,20,3,3,0,1,4,3,1,1,0,2,No
55,Travel_Rarely,636,Sales,3,4,Marketing,3,Female,85,3,1,Sales Executive,4,Married,2493,16413,3,No,17,3,1,2,1,3,3,1,0,0,1,Yes
18,Travel_Rarely,1164,Human Resources,8,2,Life Sciences,2,Male,80,4,2,Manager,4,Married,4492,24924,2,No,16,3,4,1,5,3,3,5,3,0,4,No
55,Travel_Rarely,1085,Research & Development,7,1,Life Sciences,2,Female,97,3,1,Healthcare Representative,1,Married,4811,22779,4,No,18,4,3,0,7,5,3,7,4,1,0,Yes
55,Travel_Rarely,1147,Research & Development,13,3,Medical,3,Female,75,3,4,Healthcare Representative,4,Married,11313,19933,4,No,17,3,4,0,9,5,1,9,7,3,9,No
38,Travel_Rarely,148,Sales,2,1,Technical Degree,1,Female,90,4,2,Manager,3,Single,8709,18572,3,No,17,4,4,1,1,2,3,1,0,1,7,No
46,Travel_Frequently,847,Research & Development,9,5,Human Resources,3,Female,62,3,2,Research Scientist,3,Married,4587,21000,2,Yes,14,4,2,0,22,2,3,22,19,4,2,No
22,Travel_Rarely,640,Sales,3,3,Medical,4,Female,84,3,2,Manager,3,Married,8925,2230,2,No,18,3,4,1,7,3,2,7,6,0,0,No
27,Travel_Rarely,1173,Research & Development,7,2,Medical,3,Female,47,2,2,Laboratory Technician,3,Single,6111,20515,4,Yes,14,3,4,2,13,4,2,13,12,1,2,Yes
45,Travel_Rarely,780,Sales,8,2,Technical Degree,3,Female,41,2,3,Sales Representative,4,Married,11403,18082,4,Yes,20,3,3,3,5,4,3,5,1,2,0,No
38,Travel_Rarely,1085,Sales,1,3,Life Sciences,4,Female,50,4,3,Sales Representative,4,Divorced,5498,12535,4,Yes,16,3,2,1,3,6,3,3,0,0,1,No
24,Travel_Rarely,1206,Sales,7,3,Life Sciences,4,Male,55,2,2,Sales Representative,3,Married,1883,17703,2,Yes,15,3,4,2,26,3,3,26,23,1,2,No
20,Travel_Rarely,146,Research & Development,1,4,Marketing,4,Female,50,3,3,Manufacturing Director,4,Married,5939,5764,3,Yes,17,4,2,1,6,3,3,6,2,1,0,No
37,Travel_Rarely,376,Research & Development,6,3,Technical Degree,4,Male,51,3,2,Healthcare Representative,4,Divorced,5500,11631,3,No,15,3,3,1,14,4,4,14,13,0,5,No
36,Travel_Rarely,1086,Sales,10,3,Technical Degree,1,Female,84,3,1,Manager,2,Married,2470,23122,2,No,20,4,1,1,21,2,1,21,17,4,0,No
52,Travel_Rarely,1436,Research & Development,1,5,Medical,4,Female,75,3,1,Manufacturing Director,1,Married,8257,21162,2,Yes,18,3,3,0,7,3,2,7,4,0,8,No
21,Non-Travel,333,Research & Development,25,3,Life Sciences,4,Female,70,4,2,Laboratory Technician,4,Divorced,10774,11285,8,Yes,15,3,4,0,5,3,3,5,3,0,0,No
22,Travel_Rarely,187,Research & Development,5,3,Medical,4,Female,34,2,3,Manufacturing Director,4,Divorced,3132,17427,5,No,11,3,2,1,0,4,2,0,0,0,3,Yes
18,Travel_Rarely,1230,Research & Development,25,3,Life Sciences,3,Male,73,3,4,Research Scientist,1,Married,9418,11310,4,No,18,3,4,3,0,3,3,0,0,1,5,No
21,Travel_Frequently,278,Research & Development,1,4,Life Sciences,4,Male,45,4,1,Research Director,3,Married,4680,16349,1,No,16,3,2,1,1,4,3,1,0,0,1,No
29,Travel_Rarely,739,Research & Development,26,3,Marketing,2,Female,64,2,2,Research Scientist,1,Married,6425,23935,2,No,24,3,4,1,1,2,4,1,0,1,4,No
44,Travel_Rarely,1314,Sales,1,3,Life Sciences,4,Male,34,4,1,Manager,4,Divorced,6110,14672,2,No,11,3,4,1,2,2,3,2,1,0,5,No
59,Travel_Rarely,1185,Sales,5,3,Technical Degree,2,Female,91,3,3,Sales Executive,4,Married,6425,22644,1,No,14,3,1,1,2,4,3,2,0,0,4,No
